Nota: 4346
Data: 1937-08-10
Cliente: Jesus Sales Ltda.
CPF: 71227268837
Endereco: Esta��o Sales, 45
Cidade: Pinto
Estado: RR
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='neque', quantidade=6, valorUnitario=76.19, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='praesentium', quantidade=6, valorUnitario=95.1, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='unde', quantidade=1, valorUnitario=18.28, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='tenetur', quantidade=6, valorUnitario=64.24, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='officia', quantidade=8, valorUnitario=77.61, proximo=null}
 ItemNotaFiscal{itemNumero='20', descricao='magnam', quantidade=1, valorUnitario=84.59, proximo=null}
 ItemNotaFiscal{itemNumero='21', descricao='consequatur', quantidade=5, valorUnitario=67.22, proximo=null}
 ItemNotaFiscal{itemNumero='22', descricao='tempora', quantidade=3, valorUnitario=71.65, proximo=null}
 ItemNotaFiscal{itemNumero='23', descricao='ipsam', quantidade=9, valorUnitario=14.44, proximo=null}
 ItemNotaFiscal{itemNumero='24', descricao='vitae', quantidade=5, valorUnitario=17.51, proximo=null}
 ItemNotaFiscal{itemNumero='25', descricao='eos', quantidade=6, valorUnitario=68.52, proximo=null}
 ItemNotaFiscal{itemNumero='26', descricao='quia', quantidade=6, valorUnitario=85.17, proximo=null}
 ItemNotaFiscal{itemNumero='27', descricao='saepe', quantidade=6, valorUnitario=92.73, proximo=null}
 ItemNotaFiscal{itemNumero='28', descricao='natus', quantidade=4, valorUnitario=94.1, proximo=null}
 ItemNotaFiscal{itemNumero='29', descricao='earum', quantidade=3, valorUnitario=36.73, proximo=null}
 ItemNotaFiscal{itemNumero='30', descricao='facere', quantidade=6, valorUnitario=49.27, proximo=null}


Nota: 3887
Data: 1960-07-17
Cliente: Cardoso
CPF: 20312628409
Endereco: Praia de Nunes, 8
Cidade: da Costa do Sul
Estado: PB
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='impedit', quantidade=10, valorUnitario=79.95, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='sed', quantidade=7, valorUnitario=46.95, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='cumque', quantidade=3, valorUnitario=31.55, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='corrupti', quantidade=9, valorUnitario=10.6, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='quia', quantidade=4, valorUnitario=22.16, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='voluptas', quantidade=6, valorUnitario=20.92, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='sit', quantidade=6, valorUnitario=76.01, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='ab', quantidade=1, valorUnitario=71.39, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='quas', quantidade=4, valorUnitario=38.17, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='culpa', quantidade=4, valorUnitario=11.42, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='a', quantidade=7, valorUnitario=20.6, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='facere', quantidade=1, valorUnitario=30.88, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='optio', quantidade=5, valorUnitario=74.57, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='molestias', quantidade=2, valorUnitario=16.02, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='ea', quantidade=4, valorUnitario=44.55, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='quos', quantidade=9, valorUnitario=96.37, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='ad', quantidade=6, valorUnitario=79.13, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='laudantium', quantidade=5, valorUnitario=38.21, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='voluptatum', quantidade=4, valorUnitario=14.51, proximo=null}
 ItemNotaFiscal{itemNumero='20', descricao='ipsum', quantidade=2, valorUnitario=15.25, proximo=null}
 ItemNotaFiscal{itemNumero='21', descricao='vero', quantidade=9, valorUnitario=93.39, proximo=null}
 ItemNotaFiscal{itemNumero='22', descricao='dicta', quantidade=4, valorUnitario=72.35, proximo=null}
 ItemNotaFiscal{itemNumero='23', descricao='reiciendis', quantidade=7, valorUnitario=57.93, proximo=null}
 ItemNotaFiscal{itemNumero='24', descricao='totam', quantidade=5, valorUnitario=25.15, proximo=null}
 ItemNotaFiscal{itemNumero='25', descricao='dolores', quantidade=6, valorUnitario=60.55, proximo=null}
 ItemNotaFiscal{itemNumero='26', descricao='eum', quantidade=6, valorUnitario=55.03, proximo=null}
 ItemNotaFiscal{itemNumero='27', descricao='aperiam', quantidade=2, valorUnitario=10.28, proximo=null}


Nota: 2717
Data: 1961-05-03
Cliente: Barros
CPF: 65486874551
Endereco: Trecho de Fernandes, 21
Cidade: Azevedo de das Neves
Estado: AM
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='sequi', quantidade=8, valorUnitario=17.27, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='debitis', quantidade=2, valorUnitario=15.63, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='temporibus', quantidade=9, valorUnitario=92.95, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='nihil', quantidade=1, valorUnitario=67.16, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='cum', quantidade=10, valorUnitario=94.23, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='totam', quantidade=3, valorUnitario=17.13, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='enim', quantidade=1, valorUnitario=47.43, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='nemo', quantidade=7, valorUnitario=29.24, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='ullam', quantidade=6, valorUnitario=28.14, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='dolor', quantidade=1, valorUnitario=55.09, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='rem', quantidade=10, valorUnitario=98.89, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='occaecati', quantidade=8, valorUnitario=39.5, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='quos', quantidade=5, valorUnitario=90.97, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='recusandae', quantidade=1, valorUnitario=93.85, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='impedit', quantidade=5, valorUnitario=21.12, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='quisquam', quantidade=9, valorUnitario=11.98, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='doloremque', quantidade=6, valorUnitario=52.55, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='tempora', quantidade=7, valorUnitario=67.02, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='culpa', quantidade=9, valorUnitario=80.93, proximo=null}
 ItemNotaFiscal{itemNumero='20', descricao='quam', quantidade=9, valorUnitario=92.87, proximo=null}
 ItemNotaFiscal{itemNumero='21', descricao='impedit', quantidade=10, valorUnitario=97.1, proximo=null}
 ItemNotaFiscal{itemNumero='22', descricao='dignissimos', quantidade=4, valorUnitario=31.91, proximo=null}
 ItemNotaFiscal{itemNumero='23', descricao='assumenda', quantidade=7, valorUnitario=31.6, proximo=null}
 ItemNotaFiscal{itemNumero='24', descricao='quasi', quantidade=4, valorUnitario=69.05, proximo=null}


Nota: 1069
Data: 1962-02-13
Cliente: Rodrigues
CPF: 43907158155
Endereco: Conjunto Isadora Freitas, 8
Cidade: Costela de Correia
Estado: PR
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='laboriosam', quantidade=5, valorUnitario=26.3, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='nesciunt', quantidade=10, valorUnitario=35.94, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='doloribus', quantidade=5, valorUnitario=84.76, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='voluptate', quantidade=9, valorUnitario=25.87, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='molestiae', quantidade=5, valorUnitario=73.15, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='consequuntur', quantidade=5, valorUnitario=90.15, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='voluptatem', quantidade=7, valorUnitario=98.45, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='labore', quantidade=1, valorUnitario=77.67, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='tenetur', quantidade=1, valorUnitario=43.44, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='cumque', quantidade=3, valorUnitario=47.79, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='culpa', quantidade=1, valorUnitario=34.87, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='cupiditate', quantidade=8, valorUnitario=48.87, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='quas', quantidade=10, valorUnitario=62.36, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='adipisci', quantidade=2, valorUnitario=88.26, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='accusamus', quantidade=4, valorUnitario=51.38, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='ipsum', quantidade=1, valorUnitario=54.13, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='fuga', quantidade=3, valorUnitario=26.1, proximo=null}


Nota: 8181
Data: 1964-08-08
Cliente: Ribeiro Monteiro S.A.
CPF: 71259616079
Endereco: Quadra La�s Pereira, 37
Cidade: das Neves dos Dourados
Estado: AP
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='ratione', quantidade=3, valorUnitario=20.59, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='odit', quantidade=10, valorUnitario=13.63, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='iusto', quantidade=5, valorUnitario=15.94, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='exercitationem', quantidade=5, valorUnitario=60.88, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='dolores', quantidade=5, valorUnitario=21.46, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='nihil', quantidade=6, valorUnitario=82.54, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='cum', quantidade=1, valorUnitario=20.69, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='occaecati', quantidade=10, valorUnitario=47.72, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='nesciunt', quantidade=7, valorUnitario=41.24, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='aut', quantidade=1, valorUnitario=84.56, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='cumque', quantidade=2, valorUnitario=13.43, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='iste', quantidade=6, valorUnitario=47.05, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='explicabo', quantidade=10, valorUnitario=90.35, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='deserunt', quantidade=10, valorUnitario=69.57, proximo=null}


Nota: 9644
Data: 1967-02-07
Cliente: Novaes
CPF: 38291831362
Endereco: Trecho Barbosa, 8
Cidade: da Mata
Estado: DF
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='nobis', quantidade=3, valorUnitario=97.64, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='minima', quantidade=4, valorUnitario=79.43, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='ut', quantidade=10, valorUnitario=14.69, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='eos', quantidade=4, valorUnitario=94.18, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='fuga', quantidade=5, valorUnitario=22.61, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='amet', quantidade=2, valorUnitario=96.26, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='maiores', quantidade=4, valorUnitario=85.01, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='tempore', quantidade=3, valorUnitario=81.93, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='libero', quantidade=8, valorUnitario=80.51, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='aliquam', quantidade=1, valorUnitario=28.13, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='tempore', quantidade=3, valorUnitario=51.59, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='dicta', quantidade=10, valorUnitario=62.55, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='dignissimos', quantidade=4, valorUnitario=80.47, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='cum', quantidade=10, valorUnitario=44.25, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='non', quantidade=5, valorUnitario=14.72, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='vitae', quantidade=9, valorUnitario=57.88, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='at', quantidade=8, valorUnitario=31.49, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='incidunt', quantidade=9, valorUnitario=94.46, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='vitae', quantidade=7, valorUnitario=49.72, proximo=null}


Nota: 5718
Data: 1967-09-27
Cliente: da Rocha
CPF: 12097487231
Endereco: Rodovia de Lopes, 53
Cidade: Monteiro de Goi�s
Estado: ES
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='totam', quantidade=6, valorUnitario=52.82, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='vero', quantidade=5, valorUnitario=75.85, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='vel', quantidade=6, valorUnitario=92.67, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='cupiditate', quantidade=1, valorUnitario=84.79, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='reiciendis', quantidade=9, valorUnitario=97.19, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='mollitia', quantidade=1, valorUnitario=43.98, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='quidem', quantidade=2, valorUnitario=68.95, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='aliquam', quantidade=3, valorUnitario=43.06, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='sequi', quantidade=8, valorUnitario=47.53, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='perspiciatis', quantidade=4, valorUnitario=43.05, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='explicabo', quantidade=6, valorUnitario=45.11, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='assumenda', quantidade=7, valorUnitario=38.49, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='repellendus', quantidade=2, valorUnitario=49.89, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='odio', quantidade=10, valorUnitario=19.79, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='esse', quantidade=1, valorUnitario=45.31, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='neque', quantidade=5, valorUnitario=22.63, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='exercitationem', quantidade=9, valorUnitario=94.49, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='explicabo', quantidade=6, valorUnitario=37.01, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='in', quantidade=4, valorUnitario=41.54, proximo=null}
 ItemNotaFiscal{itemNumero='20', descricao='corporis', quantidade=8, valorUnitario=20.38, proximo=null}
 ItemNotaFiscal{itemNumero='21', descricao='voluptas', quantidade=7, valorUnitario=40.74, proximo=null}
 ItemNotaFiscal{itemNumero='22', descricao='mollitia', quantidade=9, valorUnitario=43.48, proximo=null}
 ItemNotaFiscal{itemNumero='23', descricao='itaque', quantidade=10, valorUnitario=32.97, proximo=null}
 ItemNotaFiscal{itemNumero='24', descricao='minus', quantidade=10, valorUnitario=92.38, proximo=null}
 ItemNotaFiscal{itemNumero='25', descricao='occaecati', quantidade=7, valorUnitario=11.57, proximo=null}
 ItemNotaFiscal{itemNumero='26', descricao='aspernatur', quantidade=5, valorUnitario=22.81, proximo=null}
 ItemNotaFiscal{itemNumero='27', descricao='facilis', quantidade=1, valorUnitario=75.58, proximo=null}
 ItemNotaFiscal{itemNumero='28', descricao='recusandae', quantidade=6, valorUnitario=59.05, proximo=null}
 ItemNotaFiscal{itemNumero='29', descricao='aperiam', quantidade=2, valorUnitario=85.36, proximo=null}
 ItemNotaFiscal{itemNumero='30', descricao='sunt', quantidade=1, valorUnitario=72.36, proximo=null}


Nota: 5965
Data: 1945-02-05
Cliente: Ribeiro Almeida - EI
CPF: 50773482847
Endereco: Residencial de Almeida, 18
Cidade: da Costa da Mata
Estado: PB
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='voluptas', quantidade=4, valorUnitario=81.11, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='ipsum', quantidade=7, valorUnitario=88.69, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='vero', quantidade=6, valorUnitario=50.65, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='aliquam', quantidade=4, valorUnitario=82.47, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='temporibus', quantidade=2, valorUnitario=24.33, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='animi', quantidade=2, valorUnitario=81.12, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='debitis', quantidade=5, valorUnitario=84.46, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='accusantium', quantidade=1, valorUnitario=69.18, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='excepturi', quantidade=6, valorUnitario=71.33, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='vitae', quantidade=7, valorUnitario=29.76, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='nemo', quantidade=5, valorUnitario=80.17, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='perferendis', quantidade=8, valorUnitario=57.29, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='tempore', quantidade=10, valorUnitario=18.75, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='cumque', quantidade=8, valorUnitario=50.22, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='ipsa', quantidade=3, valorUnitario=76.5, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='quia', quantidade=1, valorUnitario=14.82, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='debitis', quantidade=3, valorUnitario=46.95, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='veritatis', quantidade=6, valorUnitario=56.58, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='odio', quantidade=7, valorUnitario=71.85, proximo=null}
 ItemNotaFiscal{itemNumero='20', descricao='voluptas', quantidade=9, valorUnitario=58.49, proximo=null}
 ItemNotaFiscal{itemNumero='21', descricao='laudantium', quantidade=5, valorUnitario=70.52, proximo=null}
 ItemNotaFiscal{itemNumero='22', descricao='natus', quantidade=9, valorUnitario=67.75, proximo=null}
 ItemNotaFiscal{itemNumero='23', descricao='ut', quantidade=4, valorUnitario=58.85, proximo=null}


Nota: 7036
Data: 1968-01-24
Cliente: Pires
CPF: 16842709672
Endereco: Vila Fernandes, 91
Cidade: Ara�jo do Campo
Estado: RR
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='nesciunt', quantidade=6, valorUnitario=92.54, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='expedita', quantidade=1, valorUnitario=66.86, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='consectetur', quantidade=1, valorUnitario=63.51, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='velit', quantidade=4, valorUnitario=55.42, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='repudiandae', quantidade=1, valorUnitario=14.35, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='alias', quantidade=6, valorUnitario=70.28, proximo=null}
